iter	RMSE
695	7.25563117e-06
696	7.21552055e-06
697	7.178548423e-06
698	7.138870324e-06
699	7.102293772e-06
700	7.063043568e-06
701	7.026858405e-06
702	6.988031523e-06
703	6.952233605e-06
704	6.913825519e-06
705	6.878410751e-06
706	6.840416984e-06
707	6.805381311e-06
708	6.767797435e-06
709	6.733136847e-06
710	6.695958483e-06
711	6.661669011e-06
712	6.624891826e-06
713	6.590969547e-06
714	6.554589255e-06
715	6.521030284e-06
716	6.485042647e-06
717	6.451843144e-06
718	6.416243966e-06
719	6.38340013e-06
720	6.348185265e-06
721	6.315693336e-06
722	6.280858681e-06
723	6.24871494e-06
724	6.214256435e-06
725	6.182457202e-06
726	6.148370833e-06
727	6.116912468e-06
728	6.083194264e-06
729	6.052073165e-06
730	6.018719198e-06
731	5.987931803e-06
732	5.954938186e-06
733	5.92448097e-06
734	5.891843861e-06
735	5.861713337e-06
736	5.829428934e-06
737	5.797341048e-06
738	5.767686193e-06
739	5.735945156e-06
740	5.706608504e-06
741	5.675210619e-06
742	5.646188812e-06
743	5.615130422e-06
744	5.586420137e-06
745	5.555697626e-06
746	5.527295575e-06
747	5.496905364e-06
748	5.468808297e-06
749	5.438746847e-06
750	5.410951546e-06
751	5.381215357e-06
752	5.35371864e-06
753	5.324304248e-06
754	5.297102966e-06
755	5.268006946e-06
756	5.241097987e-06
757	5.21231695e-06
758	5.185697231e-06
759	5.157227827e-06
760	5.1308943e-06
761	5.102733213e-06
762	5.076682864e-06
763	5.048826816e-06
764	5.023056661e-06
765	4.995502407e-06
766	4.970009496e-06
767	4.944660701e-06
768	4.917535244e-06
769	4.892459271e-06
770	4.865627845e-06
771	4.840821823e-06
772	4.814281303e-06
773	4.789742391e-06
774	4.763489687e-06
775	4.739215075e-06
776	4.71324713e-06
777	4.689234038e-06
778	4.66535684e-06
779	4.639793509e-06
780	4.616173666e-06
781	4.590887777e-06
782	4.567522585e-06
783	4.542511195e-06
784	4.519397977e-06
785	4.491087978e-06
786	4.466507436e-06
787	4.443780602e-06
788	4.421182533e-06
789	4.396985414e-06
790	4.374631229e-06
791	4.35069701e-06
792	4.328584147e-06
793	4.304910041e-06
794	4.283035968e-06
795	4.259619218e-06
796	4.237981429e-06
797	4.214819309e-06
798	4.193415325e-06
799	4.170505139e-06
800	4.149332507e-06
801	4.123350727e-06
802	4.100835585e-06
803	4.080017431e-06
804	4.05774732e-06
805	4.03715433e-06
806	4.015126655e-06
807	3.994756469e-06
808	3.972968668e-06
809	3.95281895e-06
810	3.931268487e-06
811	3.911336928e-06
812	3.890021294e-06
813	3.87030561e-06
814	3.849222323e-06
815	3.829720255e-06
816	3.80886686e-06
817	3.789576172e-06
818	3.76585998e-06
819	3.745366646e-06
820	3.726399503e-06
821	3.706129777e-06
822	3.687368369e-06
823	3.667319892e-06
824	3.64876207e-06
825	3.628932508e-06
826	3.610576142e-06
827	3.590963188e-06
828	3.571470203e-06
829	3.553407543e-06
830	3.534127617e-06
831	3.516261233e-06
832	3.499406983e-06
833	3.477533781e-06
834	3.458679191e-06
835	3.439939951e-06
836	3.422551736e-06
837	3.404017539e-06
838	3.386818532e-06
839	3.368487222e-06
840	3.351475448e-06
841	3.333344891e-06
842	3.316518397e-06
843	3.298586486e-06
844	3.28194334e-06
845	3.264207987e-06
846	3.247746278e-06
847	3.22663197e-06
848	3.210367766e-06
849	3.193024191e-06
850	3.176937386e-06
851	3.159784132e-06
852	3.143872881e-06
853	3.12690795e-06
854	3.111170426e-06
855	3.094391844e-06
856	3.07882624e-06
857	3.062232053e-06
858	3.046836582e-06
859	3.032313705e-06
860	3.012587812e-06
861	2.996360965e-06
862	2.9802338e-06
863	2.965257181e-06
864	2.949307503e-06
865	2.934494821e-06
866	2.918720773e-06
867	2.904070326e-06
868	2.888470072e-06
869	2.873980176e-06
870	2.858551899e-06
871	2.84422089e-06
872	2.828962793e-06
873	2.814789023e-06
874	2.799699329e-06
875	2.78568117e-06
876	2.772461788e-06
877	2.759327676e-06
878	2.741356049e-06
879	2.726673911e-06
880	2.712082283e-06
881	2.697580564e-06
882	2.684084529e-06
883	2.669743222e-06
884	2.656395723e-06
885	2.642213157e-06
886	2.629012657e-06
887	2.61498718e-06
888	2.60193216e-06
889	2.588062138e-06
890	2.575151095e-06
891	2.561434911e-06
892	2.548666357e-06
893	2.536651355e-06
894	2.520115714e-06
895	2.506864486e-06
896	2.493527122e-06
897	2.481111922e-06
898	2.468082869e-06
899	2.454965619e-06
900	2.442756261e-06
901	2.429784917e-06
902	2.417710687e-06
903	2.405038577e-06
904	2.393101485e-06
905	2.380573034e-06
906	2.368120623e-06
907	2.356385287e-06
908	2.344074191e-06
909	2.331837847e-06
910	2.319481193e-06
911	2.308005833e-06
912	2.295787146e-06
913	2.284439253e-06
914	2.272539666e-06
915	2.261321135e-06
916	2.249556965e-06
917	2.237864375e-06
918	2.226038827e-06
919	2.215069601e-06
920	2.203574682e-06
921	2.191945691e-06
922	2.18115981e-06
923	2.169661225e-06
924	2.158995668e-06
925	2.145686975e-06
926	2.134387581e-06
927	2.123905008e-06
928	2.110827242e-06
929	2.099723643e-06
930	2.089420984e-06
931	2.078442237e-06
932	2.068254836e-06
933	2.055533024e-06
934	2.044744699e-06
935	2.034732339e-06
936	2.022230745e-06
937	2.011629599e-06
938	2.001789346e-06
939	1.991307746e-06
940	1.981577907e-06
941	1.969415765e-06
942	1.959116212e-06
943	1.949553824e-06
944	1.937601685e-06
945	1.927481082e-06
946	1.918083339e-06
947	1.908077211e-06
948	1.89878525e-06
949	1.887156819e-06
950	1.87732474e-06
951	1.868192972e-06
952	1.856764803e-06
953	1.847103814e-06
954	1.838129559e-06
955	1.8285782e-06
956	1.819705298e-06
957	1.808585813e-06
958	1.799200863e-06
959	1.790481217e-06
960	1.779552701e-06
961	1.770331335e-06
962	1.761762381e-06
963	1.752646015e-06
964	1.74417418e-06
965	1.733540012e-06
966	1.724582756e-06
967	1.716257545e-06
968	1.705805485e-06
969	1.69700464e-06
970	1.688823603e-06
971	1.680123334e-06
972	1.672035366e-06
973	1.661863971e-06
974	1.65331584e-06
975	1.645368155e-06
976	1.635370414e-06
977	1.626971844e-06
978	1.619162099e-06
979	1.610859875e-06
980	1.603139325e-06
981	1.593409193e-06
982	1.585252447e-06
983	1.577666117e-06
984	1.568101575e-06
985	1.560087843e-06
986	1.552125294e-06
987	1.544712067e-06
988	1.537343201e-06
989	1.528033807e-06
990	1.520251499e-06
991	1.512519015e-06
992	1.50531864e-06
993	1.498161467e-06
994	1.489099834e-06
995	1.481542743e-06
996	1.474510531e-06
997	1.46560225e-06
998	1.45817819e-06
999	1.45080184e-06
