iter	RMSE
0	0.0007001170692
1	0.0006932380606
2	0.0006877312131
3	0.0006811009497
4	0.0006757204633
5	0.0006692708163
6	0.0006628141206
7	0.0006567244116
8	0.0006504072017
9	0.0006455955675
10	0.0006395850381
11	0.0006330327599
12	0.0006275671026
13	0.000622070566
14	0.0006162640192
15	0.0006103198552
16	0.0006058003579
17	0.0006002467913
18	0.0005962379548
19	0.0005904899241
20	0.0005844771873
21	0.0005804517112
22	0.0005765434096
23	0.0005708593084
24	0.000565606922
25	0.0005602337509
26	0.0005561516701
27	0.0005512536707
28	0.0005467059062
29	0.0005420717278
30	0.0005373968911
31	0.0005326776272
32	0.0005285553838
33	0.0005247859657
34	0.0005209818257
35	0.0005158501698
36	0.0005123276563
37	0.0005076798911
38	0.0005040249158
39	0.0004994775385
40	0.0004946757133
41	0.0004901400218
42	0.0004853280932
43	0.0004820342617
44	0.0004780894432
45	0.000473547958
46	0.0004697272709
47	0.0004660411943
48	0.0004613816665
49	0.000458240742
50	0.0004549761313
51	0.0004504843006
52	0.0004467059373
53	0.00044196913
54	0.0004375129504
55	0.0004330466852
56	0.0004300045959
57	0.000427225731
58	0.0004238772967
59	0.0004194187963
60	0.0004161834871
61	0.0004126858081
62	0.0004094216592
63	0.0004061402156
64	0.0004018923408
65	0.0003981216742
66	0.0003951985933
67	0.0003918272533
68	0.0003883577362
69	0.0003855689439
70	0.0003824447456
71	0.000379428373
72	0.0003769323479
73	0.0003740530963
74	0.0003712222673
75	0.0003682373459
76	0.0003652576621
77	0.0003619555419
78	0.0003592491911
79	0.0003561343603
80	0.0003534202485
81	0.0003501588432
82	0.0003468074757
83	0.0003441520358
84	0.0003406930703
85	0.00033805216
86	0.0003348760332
87	0.0003324964027
88	0.0003303470905
89	0.0003276333538
90	0.0003246554269
91	0.0003223681547
92	0.0003193821744
93	0.000316511154
94	0.0003145549901
95	0.0003126951451
96	0.0003099587316
97	0.0003077718993
98	0.0003050233574
99	0.0003024606013
100	0.0003000990269
101	0.0002973249367
102	0.0002947834443
103	0.0002923652555
104	0.0002895993402
105	0.0002873517699
106	0.0002849004903
107	0.0002826695098
108	0.0002806962575
109	0.0002783327627
110	0.0002763379157
111	0.0002742242726
112	0.0002724900708
113	0.0002700204628
114	0.0002680626807
115	0.0002663067965
116	0.0002644617966
117	0.0002622427326
118	0.0002603205206
119	0.0002584416489
120	0.0002564177284
121	0.0002540260592
122	0.0002519924754
123	0.0002500522841
124	0.000248124599
125	0.0002462805823
126	0.0002442888881
127	0.0002423220118
128	0.0002402825972
129	0.0002386977889
130	0.0002367468746
131	0.0002350361336
132	0.0002332665238
133	0.0002319394579
134	0.0002297828526
135	0.0002277184538
136	0.0002257751551
137	0.0002240503251
138	0.0002222973347
139	0.0002203599277
140	0.0002183626837
141	0.0002168646412
142	0.0002159051346
143	0.0002139760876
144	0.0002124898141
145	0.0002107006037
146	0.0002092197018
147	0.000207486155
148	0.0002060580929
149	0.0002045635094
150	0.00020315021
151	0.000201628101
152	0.0002000431249
153	0.0001983040299
154	0.0001966966385
155	0.0001950847647
156	0.0001934742323
157	0.0001920878192
158	0.0001906845554
159	0.0001891577122
160	0.0001877326632
161	0.0001861515243
162	0.0001845576788
163	0.0001832912829
164	0.0001816749664
165	0.000180420823
166	0.0001791248459
167	0.0001779630146
168	0.0001765161563
169	0.0001751085132
170	0.0001738069764
171	0.0001722873514
172	0.0001711618439
173	0.000169793245
174	0.0001685339528
175	0.0001673389148
176	0.0001663230233
177	0.0001649800613
178	0.0001637119807
179	0.0001625779331
180	0.0001614313233
181	0.0001601849506
182	0.0001589331755
183	0.0001577521854
184	0.0001567801173
185	0.0001555263811
186	0.0001544248104
187	0.0001531875916
188	0.000152145885
189	0.0001510130999
190	0.0001499502501
191	0.0001487329394
192	0.00014779743
193	0.0001468326088
194	0.0001458097755
195	0.0001447660692
196	0.000143964483
197	0.0001430852204
198	0.0001420053656
199	0.0001410672284
200	0.0001401383909
201	0.00013908229
202	0.0001381861048
203	0.0001373034634
204	0.0001363229589
205	0.0001355358135
206	0.0001345751325
207	0.000133710025
208	0.000132592491
209	0.0001318207344
210	0.0001305084529
211	0.0001294765421
212	0.0001285438789
213	0.0001276125704
214	0.0001265617584
215	0.0001256992716
216	0.0001247376436
217	0.0001239157091
218	0.0001230225175
219	0.0001221019448
220	0.0001211788399
221	0.0001202176842
222	0.0001193323746
223	0.0001185879151
224	0.0001177624844
225	0.0001168194825
226	0.0001160005315
227	0.0001152530049
228	0.0001144866708
229	0.0001137791514
230	0.0001129737769
231	0.0001120527003
232	0.0001113236479
233	0.0001106538853
234	0.0001099009665
235	0.0001091630345
236	0.0001083663382
237	0.0001076937396
238	0.0001069822114
239	0.0001062753598
240	0.0001055392652
241	0.0001048212325
242	0.0001040083246
243	0.000103196044
244	0.0001023649407
245	0.0001017225604
246	0.0001009375797
247	0.0001001913976
248	9.96959134e-05
249	9.899910815e-05
250	9.831863017e-05
251	9.765841364e-05
252	9.699552658e-05
253	9.628488978e-05
254	9.55438984e-05
255	9.484471222e-05
256	9.419372137e-05
257	9.357271199e-05
258	9.307699112e-05
259	9.256001264e-05
260	9.187367076e-05
261	9.114054038e-05
262	9.044121894e-05
263	8.977557509e-05
264	8.909019681e-05
265	8.848783488e-05
266	8.784423194e-05
267	8.717802311e-05
268	8.648607023e-05
269	8.587773593e-05
270	8.531343363e-05
271	8.477427739e-05
272	8.413114315e-05
273	8.368961383e-05
274	8.319699835e-05
275	8.262043891e-05
276	8.198450007e-05
277	8.140003259e-05
278	8.079744163e-05
279	8.037980643e-05
280	7.995607736e-05
281	7.934304229e-05
282	7.884100343e-05
283	7.821180356e-05
284	7.780819178e-05
285	7.724763078e-05
286	7.665958718e-05
287	7.60854138e-05
288	7.546230762e-05
289	7.484511788e-05
290	7.433152623e-05
291	7.385298556e-05
292	7.333980883e-05
293	7.279321163e-05
294	7.225490374e-05
295	7.188345709e-05
296	7.138765148e-05
297	7.089318974e-05
298	7.050838911e-05
299	6.995444616e-05
300	6.942151877e-05
301	6.887989073e-05
302	6.850658555e-05
303	6.797887352e-05
304	6.760430814e-05
305	6.72575688e-05
306	6.677477098e-05
307	6.627208795e-05
308	6.577332643e-05
309	6.53202146e-05
310	6.48860506e-05
311	6.436108456e-05
312	6.38603763e-05
313	6.337984605e-05
314	6.294861825e-05
315	6.262398289e-05
316	6.228532068e-05
317	6.180166043e-05
318	6.146329202e-05
319	6.114975447e-05
320	6.081332569e-05
321	6.034151593e-05
322	5.992766573e-05
323	5.94691566e-05
324	5.903440261e-05
325	5.873357283e-05
326	5.827466414e-05
327	5.797822053e-05
328	5.76836354e-05
329	5.725255015e-05
330	5.686072175e-05
331	5.647199559e-05
332	5.608985901e-05
333	5.571073652e-05
334	5.542359524e-05
335	5.513797355e-05
336	5.476193879e-05
337	5.438887776e-05
338	5.409517196e-05
339	5.368299491e-05
340	5.331779505e-05
341	5.304734579e-05
342	5.26437064e-05
343	5.228937032e-05
344	5.193782387e-05
345	5.158904347e-05
346	5.123950923e-05
347	5.096288398e-05
348	5.058505989e-05
349	5.031211762e-05
350	4.997158408e-05
351	4.963712763e-05
352	4.936938855e-05
353	4.903583134e-05
354	4.87875089e-05
355	4.854073902e-05
356	4.827908052e-05
357	4.792195552e-05
358	4.759854987e-05
359	4.734204861e-05
360	4.702286001e-05
361	4.676952847e-05
362	4.641835416e-05
363	4.610917376e-05
364	4.586091871e-05
365	4.552108596e-05
366	4.518580203e-05
367	4.488545888e-05
368	4.458391134e-05
369	4.435890166e-05
370	4.40612304e-05
371	4.383911911e-05
372	4.36183964e-05
373	4.339905362e-05
374	4.316554304e-05
375	4.287613987e-05
376	4.256122574e-05
377	4.22762989e-05
378	4.196623485e-05
379	4.175555968e-05
380	4.147644169e-05
381	4.126847988e-05
382	4.096631824e-05
383	4.07612075e-05
384	4.054196794e-05
385	4.033927118e-05
386	4.004434468e-05
387	3.97770916e-05
388	3.948670456e-05
389	3.928960677e-05
390	3.907842052e-05
391	3.887635244e-05
392	3.868265525e-05
393	3.84901715e-05
394	3.829889374e-05
395	3.804367775e-05
396	3.78379875e-05
397	3.756235445e-05
398	3.737596963e-05
399	3.717406856e-05
400	3.697341086e-05
401	3.679019143e-05
402	3.659175998e-05
403	3.639455079e-05
404	3.619855614e-05
405	3.600376835e-05
406	3.582560845e-05
407	3.556522703e-05
408	3.537403167e-05
409	3.518401327e-05
410	3.501019765e-05
411	3.482229188e-05
412	3.463554321e-05
413	3.444994436e-05
414	3.420004979e-05
415	3.401696032e-05
416	3.383499725e-05
417	3.365415351e-05
418	3.347442213e-05
419	3.330940669e-05
420	3.313167896e-05
421	3.29550449e-05
422	3.274610615e-05
423	3.257166241e-05
424	3.239829227e-05
425	3.219307568e-05
426	3.202185486e-05
427	3.181922276e-05
428	3.165012398e-05
429	3.144773308e-05
430	3.128073937e-05
431	3.112097988e-05
432	3.092213422e-05
433	3.072701085e-05
434	3.056403184e-05
435	3.036912524e-05
436	3.017566301e-05
437	2.998363375e-05
438	2.978930013e-05
439	2.959645364e-05
440	2.94084923e-05
441	2.925260898e-05
442	2.906328132e-05
443	2.887897957e-05
444	2.86960374e-05
445	2.851071366e-05
446	2.835968973e-05
447	2.817675125e-05
448	2.803135063e-05
449	2.785409732e-05
450	2.767477631e-05
451	2.7500044e-05
452	2.732329863e-05
453	2.71510477e-05
454	2.69800604e-05
455	2.681032683e-05
456	2.667203726e-05
457	2.653456136e-05
458	2.636456701e-05
459	2.622882536e-05
460	2.606398401e-05
461	2.589733024e-05
462	2.573193846e-05
463	2.556779779e-05
464	2.540750677e-05
465	2.527687564e-05
466	2.511595021e-05
467	2.495870119e-05
468	2.480259744e-05
469	2.467516216e-05
470	2.451844336e-05
471	2.436529669e-05
472	2.421326319e-05
473	2.40598011e-05
474	2.390989919e-05
475	2.378714858e-05
476	2.363667456e-05
477	2.348732688e-05
478	2.33390959e-05
479	2.319401174e-05
480	2.3049977e-05
481	2.293179831e-05
482	2.278741314e-05
483	2.26707069e-05
484	2.25281694e-05
485	2.238849208e-05
486	2.224795592e-05
487	2.211021969e-05
488	2.197165342e-05
489	2.183582846e-05
490	2.17241163e-05
491	2.158993392e-05
492	2.145671611e-05
493	2.134697888e-05
494	2.121537086e-05
495	2.10828736e-05
496	2.095135399e-05
497	2.082080378e-05
498	2.069121482e-05
499	2.058358848e-05
500	2.045559096e-05
501	2.034920217e-05
502	2.024340925e-05
503	2.013820884e-05
504	2.003359766e-05
505	1.992957242e-05
506	1.982612985e-05
507	1.97232667e-05
508	1.962097977e-05
509	1.951926584e-05
510	1.941812175e-05
511	1.931754434e-05
512	1.921878042e-05
513	1.911926421e-05
514	1.902157519e-05
515	1.8923109e-05
516	1.882648333e-05
517	1.87290561e-05
518	1.863217554e-05
519	1.853583863e-05
520	1.844004237e-05
521	1.834590498e-05
522	1.825112013e-05
523	1.815686752e-05
524	1.806314423e-05
525	1.796994734e-05
526	1.787823284e-05
527	1.778602056e-05
528	1.769432651e-05
529	1.760406643e-05
530	1.751334135e-05
531	1.742312649e-05
532	1.733341902e-05
533	1.724503634e-05
534	1.71562773e-05
535	1.706885689e-05
536	1.698103629e-05
537	1.689371023e-05
538	1.6806876e-05
539	1.670196167e-05
540	1.6616132e-05
541	1.653078597e-05
542	1.644592094e-05
543	1.636153426e-05
544	1.627762334e-05
545	1.619469187e-05
546	1.611166958e-05
547	1.602911571e-05
548	1.594702769e-05
549	1.58658185e-05
550	1.578460029e-05
551	1.570427512e-05
552	1.561658597e-05
553	1.55366328e-05
554	1.544988689e-05
555	1.537078555e-05
556	1.528497275e-05
557	1.52067142e-05
558	1.512182446e-05
559	1.504439973e-05
560	1.496042314e-05
561	1.487696413e-05
562	1.480075009e-05
563	1.471818883e-05
564	1.464278684e-05
565	1.456111368e-05
566	1.448651511e-05
567	1.440572049e-05
568	1.433191681e-05
569	1.425199129e-05
570	1.417897405e-05
571	1.409990828e-05
572	1.402766914e-05
573	1.394945387e-05
574	1.387798456e-05
575	1.380061066e-05
576	1.372990299e-05
577	1.365336141e-05
578	1.358340731e-05
579	1.35076891e-05
580	1.343848056e-05
581	1.336357687e-05
582	1.329510597e-05
583	1.322100804e-05
584	1.315326695e-05
585	1.307996612e-05
586	1.301294708e-05
587	1.294043479e-05
588	1.287413015e-05
589	1.280239792e-05
590	1.273680008e-05
591	1.266583952e-05
592	1.260094099e-05
593	1.253074382e-05
594	1.246653716e-05
595	1.239709516e-05
596	1.233357303e-05
597	1.226487811e-05
598	1.220203324e-05
599	1.213407735e-05
600	1.207190255e-05
601	1.200467777e-05
602	1.193786565e-05
603	1.187666438e-05
604	1.181580838e-05
605	1.175002239e-05
606	1.168464012e-05
607	1.162473713e-05
608	1.156005832e-05
609	1.150079413e-05
610	1.143681122e-05
611	1.137817904e-05
612	1.131488456e-05
613	1.125687768e-05
614	1.119426424e-05
615	1.113687602e-05
616	1.107493631e-05
617	1.101816019e-05
618	1.095688697e-05
619	1.090071644e-05
620	1.084010256e-05
621	1.078453121e-05
622	1.072456959e-05
623	1.066959105e-05
624	1.061027469e-05
625	1.055588267e-05
626	1.049720465e-05
627	1.044339293e-05
628	1.038534638e-05
629	1.03321088e-05
630	1.027468696e-05
631	1.022201743e-05
632	1.016521359e-05
633	1.011310608e-05
634	1.005691362e-05
635	1.000536216e-05
636	9.949774507e-06
637	9.898773215e-06
638	9.84378388e-06
639	9.79332691e-06
640	9.738929479e-06
641	9.689011057e-06
642	9.635199182e-06
643	9.585813594e-06
644	9.532580993e-06
645	9.48372259e-06
646	9.431063051e-06
647	9.378725555e-06
648	9.330633614e-06
649	9.278859583e-06
650	9.23128107e-06
651	9.180064462e-06
652	9.132993932e-06
653	9.082328773e-06
654	9.035760838e-06
655	8.985641215e-06
656	8.939570547e-06
657	8.889990614e-06
658	8.844411939e-06
659	8.795365911e-06
660	8.750274014e-06
661	8.70175617e-06
662	8.65714589e-06
663	8.609150569e-06
664	8.5650168e-06
665	8.517538405e-06
666	8.473876097e-06
667	8.426909089e-06
668	8.383713243e-06
669	8.337252145e-06
670	8.294517818e-06
671	8.24855721e-06
672	8.206279511e-06
673	8.160814033e-06
674	8.118988124e-06
675	8.074012472e-06
676	8.032633566e-06
677	7.988142496e-06
678	7.947205856e-06
679	7.903194181e-06
680	7.862695121e-06
681	7.819157707e-06
682	7.779091593e-06
683	7.736023364e-06
684	7.69638561e-06
685	7.653781543e-06
686	7.614567612e-06
687	7.57242274e-06
688	7.533628143e-06
689	7.491937552e-06
690	7.45355785e-06
691	7.412316679e-06
692	7.374347479e-06
693	7.33355092e-06
694	7.293003105e-06
